Name,Team,NOC,Games,City,Sport,Event,Medal
Carl Christian Due-Boje,Sweden,SWE,1994 Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Carl Daniel Tjrnqvist,Sweden,SWE,2006 Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Carl Ehrenfried Carlberg,Sweden,SWE,1912 Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Carl Erik Charpentier,Sweden,SWE,1920 Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Carl Eugen Ingebretsen,Norway,NOR,1906 Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold
Carl Fabian Birck,Sweden,SWE,1920 Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Carl Frederik Pedersen,Nykjbings paa Falster,DEN,1912 Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",Gold
Carl Frederik Pedersen,Denmark,DEN,1906 Summer,Athina,Football,Football Men's Football,Gold
Carl Gustaf Bonde,Sweden,SWE,1912 Summer,Stockholm,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold
Carl Gustaf Sixtensson Lewenhaupt,Sweden,SWE,1912 Summer,Stockholm,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
Carl Gustav Thaulow,Magda IX,NOR,1912 Summer,Stockholm,Sailing,Sailing Mixed 12 metres,Gold
Carl Heinrich Goler,"Germania Ruder Club, Hamburg-2",GER,1900 Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold
Carl Henrik Zetterberg,Sweden,SWE,2006 Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Carl Herbert Lindstrm,Sweden,SWE,1912 Summer,Stockholm,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Carl Hrleman,Sweden,SWE,1908 Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
Carl Hugo Johansson,Sweden,SWE,1912 Summer,Stockholm,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
Carl Hugo Johansson,Sweden,SWE,1920 Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres",Gold
Carl Johan Leonard Peterson,Sweden,SWE,1908 Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
Carl Johan Severin Holmberg,Sweden,SWE,1908 Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
Carl Johan Silfverstrand,Sweden,SWE,1912 Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Carl Jonsson,Sweden,SWE,1912 Summer,Stockholm,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Carl Josef Ternstrm,Sweden,SWE,1912 Summer,Stockholm,Athletics,"Athletics Men's Cross-Country, Team",Gold
"Carl Joseph Robie, III",United States,USA,1968 Summer,Mexico City,Swimming,Swimming Men's 200 metres Butterfly,Gold
"Carl Joseph Robie, III",United States,USA,1968 Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Carl Kaltenbach,Germany,GER,1906 Summer,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Carl Leo Holger Nielsen,Denmark,DEN,1928 Summer,Amsterdam,Cycling,"Cycling Men's Road Race, Team",Gold
Carl Leopold Hellstrm,Kitty-1,SWE,1912 Summer,Stockholm,Sailing,Sailing Mixed 10 metres,Gold
Carl Leslie Shy,United States,USA,1936 Summer,Berlin,Basketball,Basketball Men's Basketball,Gold
Carl Lorenz,Germany,GER,1936 Summer,Berlin,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
Carl Marcus Joakim Hellner,Sweden,SWE,2010 Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Gold
Carl Marcus Joakim Hellner,Sweden,SWE,2010 Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Carl Marcus Joakim Hellner,Sweden,SWE,2014 Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Carl Marie Paul Blanchet de la Sablire,L'Aile VI,FRA,1928 Summer,Amsterdam,Sailing,Sailing Mixed 8 metres,Gold
Carl Martin August Mller,Nykjbings paa Falster,DEN,1912 Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",Gold
Carl Martin Norberg,Sweden,SWE,1908 Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
"Carl Oscar Goler, II","Germania Ruder Club, Hamburg-2",GER,1900 Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold
Carl Oscar Westergren,Sweden,SWE,1920 Summer,Antwerpen,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
Carl Oscar Westergren,Sweden,SWE,1924 Summer,Paris,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
Carl Oscar Westergren,Sweden,SWE,1932 Summer,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
Carl Rudolf Svend Andersen,Denmark,DEN,1920 Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Carl Rupert Hester,Great Britain,GBR,2012 Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Carl Schuhmann,Germany,GER,1896 Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,Gold
Carl Schuhmann,Germany,GER,1896 Summer,Athina,Gymnastics,"Gymnastics Men's Parallel Bars, Teams",Gold
Carl Schuhmann,Germany,GER,1896 Summer,Athina,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",Gold
Carl Schuhmann,Germany,GER,1896 Summer,Athina,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams",Gold
Carl Stanley Knowles,United States,USA,1936 Summer,Berlin,Basketball,Basketball Men's Basketball,Gold
Carl Thure Henrik von Essen,Sweden,SWE,1976 Summer,Montreal,Fencing,"Fencing Men's epee, Team",Gold
Carl Townsend Osburn,United States,USA,1912 Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold
Carl Townsend Osburn,United States,USA,1920 Summer,Antwerpen,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
Carl Townsend Osburn,United States,USA,1920 Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Gold
Carl Townsend Osburn,United States,USA,1920 Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres",Gold
Carl Townsend Osburn,United States,USA,1920 Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Gold
"Carl Victor ""Vic"" Lindquist",Canada,CAN,1932 Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Carl Wilhelm Folcker,Sweden,SWE,1908 Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
Carl Yngvar Fredriksen,Norway,NOR,1906 Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold
Carla Bodendorf (Rietig-),East Germany,GDR,1976 Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Carla MacLeod,Canada,CAN,2006 Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Carla MacLeod,Canada,CAN,2010 Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Carla Overbeck (Werden-),United States,USA,1996 Summer,Atlanta,Football,Football Women's Football,Gold
Carla Renee McGhee,United States,USA,1996 Summer,Atlanta,Basketball,Basketball Women's Basketball,Gold
Carl-Ebbe Andersen,Denmark,DEN,1948 Summer,London,Rowing,Rowing Men's Coxed Pairs,Gold
Carles Sanz Lpez,Spain,ESP,1996 Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Gold
Carlette Denise Guidry-White (-Falkquay),United States,USA,1992 Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Carlette Denise Guidry-White (-Falkquay),United States,USA,1996 Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Carl-Friedrich Freiherr von Langen-Parow,Germany,GER,1928 Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold
Carl-Friedrich Freiherr von Langen-Parow,Germany,GER,1928 Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Team",Gold
Carlheinz Neumann,Germany,GER,1932 Summer,Los Angeles,Rowing,Rowing Men's Coxed Fours,Gold
Carli Anne Lloyd (-Hollins),United States,USA,2008 Summer,Beijing,Football,Football Women's Football,Gold
Carli Anne Lloyd (-Hollins),United States,USA,2012 Summer,London,Football,Football Women's Football,Gold
Carlien Clemens Dirkse van den Heuvel,Netherlands,NED,2012 Summer,London,Hockey,Hockey Women's Hockey,Gold
Carlo Agostoni Faini,Italy,ITA,1928 Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold
Carlo Biagi,Italy,ITA,1936 Summer,Berlin,Football,Football Men's Football,Gold
Carlo Fregosi,Italy,ITA,1912 Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Gold
Carlo Fregosi,Italy,ITA,1920 Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Gold
Carlo Galimberti,Italy,ITA,1924 Summer,Paris,Weightlifting,Weightlifting Men's Middleweight,Gold
Carlo Giovanni Battista Pellegrini,Italy,ITA,1912 Summer,Stockholm,Art Competitions,Art Competitions Mixed Painting,Gold
Carlo Janka,Switzerland,SUI,2010 Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold
Carlo Massullo,Italy,ITA,1984 Summer,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Carlo Molfetta,Italy,ITA,2012 Summer,London,Taekwondo,Taekwondo Men's Heavyweight,Gold
Carlo Orlandi,Italy,ITA,1928 Summer,Amsterdam,Boxing,Boxing Men's Lightweight,Gold
Carlo Pavesi,Italy,ITA,1952 Summer,Helsinki,Fencing,"Fencing Men's epee, Team",Gold
Carlo Pavesi,Italy,ITA,1956 Summer,Melbourne,Fencing,"Fencing Men's epee, Individual",Gold
Carlo Pavesi,Italy,ITA,1956 Summer,Melbourne,Fencing,"Fencing Men's epee, Team",Gold
Carlo Pavesi,Italy,ITA,1960 Summer,Roma,Fencing,"Fencing Men's epee, Team",Gold
Carlo Silipo,Italy,ITA,1992 Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
Carlos Alberto de Sousa Lopes,Portugal,POR,1984 Summer,Los Angeles,Athletics,Athletics Men's Marathon,Gold
Carlos Alberto Tabares Padilla,Cuba,CUB,2004 Summer,Athina,Baseball,Baseball Men's Baseball,Gold
Carlos Alberto Tvez (Martnez-),Argentina,ARG,2004 Summer,Athina,Football,Football Men's Football,Gold
Carlos Arnoldo Salcido Flores,Mexico,MEX,2012 Summer,London,Football,Football Men's Football,Gold
"Carlos Austin Boozer, Jr.",United States,USA,2008 Summer,Beijing,Basketball,Basketball Men's Basketball,Gold
Carlos Francisco Delfino,Argentina,ARG,2004 Summer,Athina,Basketball,Basketball Men's Basketball,Gold
Carlos Prez Rial,Spain,ESP,2008 Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
Carlton Chambers,Canada,CAN,1996 Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Carly Piper (-Ryan),United States,USA,2004 Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Carly Rae Patterson (-Caldwell),United States,USA,2004 Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,Gold
Carlyle Carrol Tapsell,India,IND,1932 Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Carlyle Carrol Tapsell,India,IND,1936 Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
Carmela Allucci,Italy,ITA,2004 Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
Carmela Schmidt (-Ertel),East Germany,GDR,1980 Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Carmelita Jeter,United States,USA,2012 Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Carmelo Ambrosio Robledo,Argentina,ARG,1932 Summer,Los Angeles,Boxing,Boxing Men's Featherweight,Gold
Carmelo Kyan Anthony,United States,USA,2008 Summer,Beijing,Basketball,Basketball Men's Basketball,Gold
Carmelo Kyan Anthony,United States,USA,2012 Summer,London,Basketball,Basketball Men's Basketball,Gold
Carmelo Kyan Anthony,United States,USA,2016 Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
Carmine Abbagnale,Italy,ITA,1984 Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold
Carmine Abbagnale,Italy,ITA,1988 Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold
"Carmine R. ""Carmen"" Barth (DiBartolomeo-)",United States,USA,1932 Summer,Los Angeles,Boxing,Boxing Men's Middleweight,Gold
Carol Ann Bower,United States,USA,1984 Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Gold
Carol Elizabeth Heiss (-Jenkins),United States,USA,1960 Winter,Squaw Valley,Figure Skating,Figure Skating Women's Singles,Gold
Carol Huynh,Canada,CAN,2008 Summer,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold
Carol Jean Menken-Schaudt,United States,USA,1984 Summer,Los Angeles,Basketball,Basketball Women's Basketball,Gold
Carola Anding (-Jacob),East Germany,GDR,1980 Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
Carola Hornig (Miseler-),East Germany,GDR,1988 Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Gold
Carola Nitschke (-Beraktschjan),East Germany,GDR,1976 Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Carola Zirzow (-Drechsler),East Germany,GDR,1976 Summer,Montreal,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
Carole Montillet-Carles,France,FRA,2002 Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Downhill,Gold
Carolin Leonhardt,Germany,GER,2004 Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
"Carolina ""Carol"" Demartini de Albuquerque",Brazil,BRA,2008 Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
"Carolina Cornelia Catharina ""Carry"" Geijssen (-Langkruis)",Netherlands,NED,1968 Winter,Grenoble,Speed Skating,"Speed Skating Women's 1,000 metres",Gold
Carolina Evelyn Klft,Sweden,SWE,2004 Summer,Athina,Athletics,Athletics Women's Heptathlon,Gold
Carolina Mara Marn Marn,Spain,ESP,2016 Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,Gold
"Caroline ""Carol"" Smith (-Macias)",United States,USA,1924 Summer,Paris,Diving,Diving Women's Plain High,Gold
"Caroline Archer ""KK"" Clark",United States,USA,2016 Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
Caroline Casaretto,Germany,GER,2004 Summer,Athina,Hockey,Hockey Women's Hockey,Gold
Caroline Frances Evers-Swindell (-Meyer),New Zealand,NZL,2004 Summer,Athina,Rowing,Rowing Women's Double Sculls,Gold
Caroline Frances Evers-Swindell (-Meyer),New Zealand,NZL,2008 Summer,Beijing,Rowing,Rowing Women's Double Sculls,Gold
Caroline Lind,United States,USA,2008 Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Caroline Lind,United States,USA,2012 Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
Caroline Ouellette,Canada,CAN,2002 Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Caroline Ouellette,Canada,CAN,2006 Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Caroline Ouellette,Canada,CAN,2010 Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Caroline Ouellette,Canada,CAN,2014 Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
"Carolyn Brand ""Carie"" Graves",United States,USA,1984 Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Gold
Carolyn Jane Schuler,United States,USA,1960 Summer,Roma,Swimming,Swimming Women's 100 metres Butterfly,Gold
Carolyn Jane Schuler,United States,USA,1960 Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Carolyn Jane Waldo,Canada,CAN,1988 Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,Gold
Carolyn Jane Waldo,Canada,CAN,1988 Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
"Carolyn Lynne ""Carrie"" Steinseifer (-Bates)",United States,USA,1984 Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,Gold
"Carolyn Lynne ""Carrie"" Steinseifer (-Bates)",United States,USA,1984 Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Carolyn Lynne ""Carrie"" Steinseifer (-Bates)",United States,USA,1984 Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Carolyn Virginia Wood,United States,USA,1960 Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Carolyn Virginia Wood,United States,USA,1960 Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Carsta Genu (-Khn),East Germany,GDR,1980 Summer,Moskva,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Carsten Bunk,East Germany,GDR,1980 Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Gold
Carsten Embach,Germany-2,GER,2002 Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Four,Gold
Carsten Fischer,Germany,GER,1992 Summer,Barcelona,Hockey,Hockey Men's Hockey,Gold
Carsten Keller,West Germany,FRG,1972 Summer,Munich,Hockey,Hockey Men's Hockey,Gold
Caryn Davies,United States,USA,2008 Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Caryn Davies,United States,USA,2012 Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
Casey J. FitzRandolph,United States,USA,2002 Winter,Salt Lake City,Speed Skating,Speed Skating Men's 500 metres,Gold
Casper Ulrich Mortensen,Denmark,DEN,2016 Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
Cassie Dawin Campbell (-Pascall),Canada,CAN,2002 Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Cassie Dawin Campbell (-Pascall),Canada,CAN,2006 Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
"Cassius Marcellus Clay, Jr.",United States,USA,1960 Summer,Roma,Boxing,Boxing Men's Light-Heavyweight,Gold
Cate Natalie Campbell,Australia,AUS,2012 Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Cate Natalie Campbell,Australia,AUS,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Caterine Ibargn Mena,Colombia,COL,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,Gold
"Catharina Wilhelmina ""Tini"" Wagner (-Boekhorst)",Netherlands,NED,1936 Summer,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Catherine ""Cathy"" Hardy (-Lavender)",United States,USA,1952 Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Catherine Anne ""Cat"" Reddick (-Whitehill)",United States,USA,2004 Summer,Athina,Football,Football Women's Football,Gold
"Catherine Astrid Salome ""Cathy"" Freeman",Australia,AUS,2000 Summer,Sydney,Athletics,Athletics Women's 400 metres,Gold
Catherine Dominique Marie-Christine Fleury-Vachon,France,FRA,1992 Summer,Barcelona,Judo,Judo Women's Half-Middleweight,Gold
"Catherine L. ""Cathy"" Carr (-West)",United States,USA,1972 Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,Gold
"Catherine L. ""Cathy"" Carr (-West)",United States,USA,1972 Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Catherine La Ora ""Cathy"" Boswell",United States,USA,1984 Summer,Los Angeles,Basketball,Basketball Women's Basketball,Gold
"Catherine Leigh ""Cat"" Osterman",United States,USA,2004 Summer,Athina,Softball,Softball Women's Softball,Gold
Catherine Mai-Lan Fox,United States,USA,1996 Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Catherine Mai-Lan Fox,United States,USA,1996 Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Catherine Michelle ""Cammi"" Granato (-Ferraro)",United States,USA,1998 Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
"Catherine Michelle ""Katie"" Meili",United States,USA,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
"Catherine Northcutt ""Catie"" Ball (-Condon)",United States,USA,1968 Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Catherine Skinner,Australia,AUS,2016 Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,Gold
Catherine Ward,Canada,CAN,2010 Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Catherine Ward,Canada,CAN,2014 Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Cathy Ann Turner,United States,USA,1992 Winter,Albertville,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Gold
Cathy Ann Turner,United States,USA,1994 Winter,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Gold
Cathy Jane Ferguson (-Brennan),United States,USA,1964 Summer,Tokyo,Swimming,Swimming Women's 100 metres Backstroke,Gold
Cathy Jane Ferguson (-Brennan),United States,USA,1964 Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Catriona Ann Le May Doan,Canada,CAN,1998 Winter,Nagano,Speed Skating,Speed Skating Women's 500 metres,Gold
Catriona Ann Le May Doan,Canada,CAN,2002 Winter,Salt Lake City,Speed Skating,Speed Skating Women's 500 metres,Gold
Ccile Nowak (-Grasso),France,FRA,1992 Summer,Barcelona,Judo,Judo Women's Extra-Lightweight,Gold
Cdric Burdet,France,FRA,2008 Summer,Beijing,Handball,Handball Men's Handball,Gold
Cdric Paty,France,FRA,2008 Summer,Beijing,Handball,Handball Men's Handball,Gold
Cdric Sorhaindo,France,FRA,2012 Summer,London,Handball,Handball Men's Handball,Gold
Cdric Vincent Simon Lyard,France,FRA,2004 Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Cecil George Cooke,Gem,BAH,1964 Summer,Tokyo,Sailing,Sailing Mixed Two Person Keelboat,Gold
Cecil Patrick Healy,Australasia,ANZ,1912 Summer,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Cecil Quentin,Cicely-1,GBR,1900 Summer,Paris,Sailing,Sailing Mixed 20+ Ton,Gold
